atividade_tipologia_id,data,tipologia_id,unidade_hotel,departamento,quartos_ocupados,quartos_checkout,quartos_stayover,carga_limpeza_min
AT1781,2025-12-23,TQ01,Unidade 1,Housekeeping,18,4,14,310
AT1782,2025-12-23,TQ02,Unidade 1,Housekeeping,25,6,19,590
AT1783,2025-12-23,TQ03,Unidade 1,Housekeeping,3,1,2,82
AT1784,2025-12-23,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT1785,2025-12-23,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1786,2025-12-24,TQ01,Unidade 1,Housekeeping,15,5,10,275
AT1787,2025-12-24,TQ02,Unidade 1,Housekeeping,17,6,11,430
AT1788,2025-12-24,TQ03,Unidade 1,Housekeeping,4,1,3,104
AT1789,2025-12-24,TQ04,Unidade 1,Housekeeping,10,3,7,410
AT1790,2025-12-24,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1791,2025-12-25,TQ01,Unidade 1,Housekeeping,16,4,12,280
AT1792,2025-12-25,TQ02,Unidade 1,Housekeeping,30,8,22,720
AT1793,2025-12-25,TQ03,Unidade 1,Housekeeping,11,3,8,290
AT1794,2025-12-25,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1795,2025-12-25,TQ05,Unidade 1,Housekeeping,0,0,0,0
AT1796,2025-12-26,TQ01,Unidade 1,Housekeeping,13,3,10,225
AT1797,2025-12-26,TQ02,Unidade 1,Housekeeping,22,5,17,515
AT1798,2025-12-26,TQ03,Unidade 1,Housekeeping,10,3,7,268
AT1799,2025-12-26,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT1800,2025-12-26,TQ05,Unidade 1,Housekeeping,4,1,3,230
AT1801,2025-12-27,TQ01,Unidade 1,Housekeeping,17,4,13,295
AT1802,2025-12-27,TQ02,Unidade 1,Housekeeping,26,6,20,610
AT1803,2025-12-27,TQ03,Unidade 1,Housekeeping,11,3,8,290
AT1804,2025-12-27,TQ04,Unidade 1,Housekeeping,7,1,6,265
AT1805,2025-12-27,TQ05,Unidade 1,Housekeeping,1,0,1,50
AT1806,2025-12-28,TQ01,Unidade 1,Housekeeping,18,4,14,310
AT1807,2025-12-28,TQ02,Unidade 1,Housekeeping,24,5,19,555
AT1808,2025-12-28,TQ03,Unidade 1,Housekeeping,20,5,15,520
AT1809,2025-12-28,TQ04,Unidade 1,Housekeeping,2,0,2,70
AT1810,2025-12-28,TQ05,Unidade 1,Housekeeping,3,1,2,180
AT1811,2025-12-29,TQ01,Unidade 1,Housekeeping,7,1,6,115
AT1812,2025-12-29,TQ02,Unidade 1,Housekeeping,18,3,15,405
AT1813,2025-12-29,TQ03,Unidade 1,Housekeeping,8,2,6,208
AT1814,2025-12-29,TQ04,Unidade 1,Housekeeping,10,2,8,390
AT1815,2025-12-29,TQ05,Unidade 1,Housekeeping,5,1,4,280
AT1816,2025-12-30,TQ01,Unidade 1,Housekeeping,15,4,11,265
AT1817,2025-12-30,TQ02,Unidade 1,Housekeeping,18,6,12,450
AT1818,2025-12-30,TQ03,Unidade 1,Housekeeping,8,2,6,208
AT1819,2025-12-30,TQ04,Unidade 1,Housekeeping,4,1,3,160
AT1820,2025-12-30,TQ05,Unidade 1,Housekeeping,5,2,3,310
AT1821,2025-12-31,TQ01,Unidade 1,Housekeeping,12,4,8,220
AT1822,2025-12-31,TQ02,Unidade 1,Housekeeping,20,8,12,520
AT1823,2025-12-31,TQ03,Unidade 1,Housekeeping,15,6,9,426
AT1824,2025-12-31,TQ04,Unidade 1,Housekeeping,1,0,1,35
AT1825,2025-12-31,TQ05,Unidade 1,Housekeeping,3,1,2,180
